bucket;files;key;size;sizep
commoncrawl-crawl-002;771;2010/09/24/24/;77163548754;71.9 GiB
commoncrawl-crawl-002;805;2010/09/24/25/;80604370176;75.1 GiB
commoncrawl-crawl-002;1074;2010/09/24/26/;107536599364;100.2 GiB
commoncrawl-crawl-002;638;2010/09/24/27/;63849500693;59.5 GiB
commoncrawl-crawl-002;574;2010/09/24/28/;57436417566;53.5 GiB
commoncrawl-crawl-002;820;2010/09/24/29/;82092661357;76.5 GiB
commoncrawl-crawl-002;897;2010/09/24/3/;89792224595;83.6 GiB
commoncrawl-crawl-002;609;2010/09/24/30/;60945205426;56.8 GiB
commoncrawl-crawl-002;817;2010/09/24/31/;81770960079;76.2 GiB
commoncrawl-crawl-002;755;2010/09/24/32/;75561313532;70.4 GiB
commoncrawl-crawl-002;653;2010/09/24/33/;65348472271;60.9 GiB
commoncrawl-crawl-002;757;2010/09/24/34/;75782035714;70.6 GiB
commoncrawl-crawl-002;892;2010/09/24/35/;89300912898;83.2 GiB
commoncrawl-crawl-002;567;2010/09/24/36/;56744408104;52.8 GiB
commoncrawl-crawl-002;673;2010/09/24/37/;67373229657;62.7 GiB
commoncrawl-crawl-002;787;2010/09/24/38/;78789397648;73.4 GiB
commoncrawl-crawl-002;741;2010/09/24/39/;74185997769;69.1 GiB
commoncrawl-crawl-002;942;2010/09/24/4/;94281354266;87.8 GiB
commoncrawl-crawl-002;621;2010/09/24/40/;62154330616;57.9 GiB
commoncrawl-crawl-002;952;2010/09/24/41/;95301000320;88.8 GiB
commoncrawl-crawl-002;772;2010/09/24/42/;77294474947;72.0 GiB
commoncrawl-crawl-002;706;2010/09/24/43/;70682453636;65.8 GiB
commoncrawl-crawl-002;1036;2010/09/24/44/;103718088615;96.6 GiB
commoncrawl-crawl-002;906;2010/09/24/45/;90708823603;84.5 GiB
commoncrawl-crawl-002;842;2010/09/24/5/;84282147093;78.5 GiB
commoncrawl-crawl-002;972;2010/09/24/6/;97298752831;90.6 GiB
commoncrawl-crawl-002;970;2010/09/24/7/;97100290623;90.4 GiB
commoncrawl-crawl-002;734;2010/09/24/8/;73459624295;68.4 GiB
commoncrawl-crawl-002;790;2010/09/24/9/;79071102848;73.6 GiB
commoncrawl-crawl-002;29946;2010/09/25/;2995481184068;2.7 TiB
commoncrawl-crawl-002;609;2010/09/25/0/;60911090703;56.7 GiB
commoncrawl-crawl-002;706;2010/09/25/1/;70645007083;65.8 GiB
commoncrawl-crawl-002;633;2010/09/25/10/;63303495028;59.0 GiB
commoncrawl-crawl-002;626;2010/09/25/11/;62616777308;58.3 GiB
commoncrawl-crawl-002;586;2010/09/25/12/;58599073507;54.6 GiB
commoncrawl-crawl-002;848;2010/09/25/13/;84858407893;79.0 GiB
commoncrawl-crawl-002;706;2010/09/25/14/;70643613969;65.8 GiB
commoncrawl-crawl-002;639;2010/09/25/15/;63878952407;59.5 GiB
commoncrawl-crawl-002;662;2010/09/25/16/;66193737425;61.6 GiB
commoncrawl-crawl-002;555;2010/09/25/17/;55530323072;51.7 GiB
commoncrawl-crawl-002;697;2010/09/25/18/;69763106827;65.0 GiB
commoncrawl-crawl-002;763;2010/09/25/19/;76291770014;71.1 GiB
commoncrawl-crawl-002;573;2010/09/25/2/;57334889147;53.4 GiB
commoncrawl-crawl-002;768;2010/09/25/20/;76861047632;71.6 GiB
commoncrawl-crawl-002;667;2010/09/25/21/;66707988495;62.1 GiB
commoncrawl-crawl-002;645;2010/09/25/22/;64554803352;60.1 GiB
commoncrawl-crawl-002;777;2010/09/25/23/;77771057095;72.4 GiB
commoncrawl-crawl-002;754;2010/09/25/24/;75419040370;70.2 GiB
commoncrawl-crawl-002;712;2010/09/25/25/;71213157799;66.3 GiB
commoncrawl-crawl-002;461;2010/09/25/26/;46101560299;42.9 GiB
commoncrawl-crawl-002;817;2010/09/25/27/;81783421281;76.2 GiB
commoncrawl-crawl-002;792;2010/09/25/28/;79218459205;73.8 GiB
commoncrawl-crawl-002;708;2010/09/25/29/;70843484839;66.0 GiB
commoncrawl-crawl-002;455;2010/09/25/3/;45483063144;42.4 GiB
commoncrawl-crawl-002;822;2010/09/25/30/;82268689488;76.6 GiB
commoncrawl-crawl-002;624;2010/09/25/31/;62394890979;58.1 GiB
commoncrawl-crawl-002;612;2010/09/25/32/;61245738111;57.0 GiB
commoncrawl-crawl-002;705;2010/09/25/33/;70566354556;65.7 GiB
commoncrawl-crawl-002;600;2010/09/25/34/;60026932846;55.9 GiB
commoncrawl-crawl-002;550;2010/09/25/35/;54971363809;51.2 GiB
commoncrawl-crawl-002;872;2010/09/25/36/;87206485147;81.2 GiB
commoncrawl-crawl-002;850;2010/09/25/37/;85032187297;79.2 GiB
commoncrawl-crawl-002;651;2010/09/25/38/;65124003054;60.7 GiB
commoncrawl-crawl-002;703;2010/09/25/39/;70276487494;65.5 GiB
commoncrawl-crawl-002;499;2010/09/25/4/;49943365063;46.5 GiB
commoncrawl-crawl-002;824;2010/09/25/40/;82406480192;76.7 GiB
commoncrawl-crawl-002;492;2010/09/25/41/;49154116028;45.8 GiB
commoncrawl-crawl-002;594;2010/09/25/42/;59378166110;55.3 GiB
commoncrawl-crawl-002;726;2010/09/25/43/;72622319082;67.6 GiB
commoncrawl-crawl-002;401;2010/09/25/44/;40069142082;37.3 GiB
commoncrawl-crawl-002;530;2010/09/25/45/;53036560573;49.4 GiB
commoncrawl-crawl-002;660;2010/09/25/5/;66062414550;61.5 GiB
commoncrawl-crawl-002;390;2010/09/25/6/;38951658665;36.3 GiB
commoncrawl-crawl-002;384;2010/09/25/7/;38420540584;35.8 GiB
commoncrawl-crawl-002;633;2010/09/25/8/;63303762299;59.0 GiB
commoncrawl-crawl-002;665;2010/09/25/9/;66492198165;61.9 GiB
